Case_ID,Activity,Timestamp,User,T_Code,Document_Number,Document_Type,Company_Code,Plant,Purchasing_Group,Material_Group,Vendor,Vendor_Name,Net_Value,Currency
PR-1000045673,Purchase Requisition Created,2024-12-20T16:58:02,USR_REQ04,ME51N,1000045673,NB,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045687,Payment Completed,2024-12-20T17:28:52,USR_AP01,F110,1500023462,ZP,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
PR-1000045684,Purchase Requisition Released,2024-12-23T10:56:41,USR_APPR02,ME54N,1000045684,NB,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045614,Purchase Requisition Created,2024-12-23T11:12:52,USR_REQ08,ME51N,1000045614,NB,1000,1100,100,003,1000000789,Eta Services,468262.85,RUB
PR-1000045639,Purchase Requisition Released,2024-12-23T12:58:21,USR_APPR02,ME54N,1000045639,NB,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045669,Invoice Verified,2024-12-23T14:26:09,USR_AP02,MIR7,5100034548,RE,1000,1100,300,001,1000000456,Delta Logistics,319964.29,RUB
PR-1000045623,Invoice Verified,2024-12-23T16:08:17,USR_AP01,MIR7,5100034516,RE,2000,2100,200,003,1000000678,Zeta Industrial,188241.99,RUB
PR-1000045645,Invoice Receipt Posted,2024-12-23T16:24:41,USR_AP02,MIRO,5100034531,RE,2000,2100,200,004,1000000567,Epsilon Software,104691.61,RUB
PR-1000045673,Purchase Requisition Released,2024-12-23T17:30:17,USR_APPR01,ME54N,1000045673,NB,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045639,RFQ Created,2024-12-24T10:55:09,USR_BUYER05,ME41,1000045640,AN,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045684,Purchase Requisition Rejected,2024-12-24T12:05:41,USR_APPR02,ME54N,1000045684,NB,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045685,Goods Receipt Reversal,2024-12-24T12:13:33,USR_WH03,MIGO,5000078963,WE,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045673,Purchase Requisition Rejected,2024-12-24T12:57:34,USR_APPR03,ME54N,1000045673,NB,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045697,Payment Run Executed,2024-12-24T13:47:04,USR_AP01,F110,1500023469,ZP,2000,2100,200,001,1000000345,Gamma Supplies,389108.85,RUB
PR-1000045674,Invoice Receipt Posted,2024-12-24T14:28:35,USR_AP03,MIRO,5100034553,RE,1000,1100,300,003,1000000789,Eta Services,292190.95,RUB
PR-1000045619,Purchase Requisition Created,2024-12-24T14:30:00,USR_REQ06,ME51N,1000045619,NB,2000,2100,100,001,1000000456,Delta Logistics,321575.29,RUB
PR-1000045697,Payment Completed,2024-12-24T14:36:04,USR_AP02,F110,1500023469,ZP,2000,2100,200,001,1000000345,Gamma Supplies,389108.85,RUB
PR-1000045656,Purchase Order Created,2024-12-24T15:13:21,USR_BUYER05,ME21N,4500012341,NB,1000,1100,100,005,1000000345,Gamma Supplies,448331.84,RUB
PR-1000045645,Invoice Verified,2024-12-24T16:05:41,USR_AP03,MIR7,5100034531,RE,2000,2100,200,004,1000000567,Epsilon Software,104691.61,RUB
PR-1000045680,Invoice Receipt Posted,2024-12-24T16:10:31,USR_AP02,MIRO,5100034558,RE,1000,1200,300,004,1000000567,Epsilon Software,79541.12,RUB
PR-1000045623,Payment Run Executed,2024-12-24T16:18:44,USR_AP01,F110,1500023415,ZP,2000,2100,200,003,1000000678,Zeta Industrial,188241.99,RUB
PR-1000045660,Goods Receipt Posted,2024-12-24T16:20:42,USR_WH02,MIGO,5000078942,WE,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045634,Payment Run Executed,2024-12-24T16:26:37,USR_AP03,F110,1500023423,ZP,2000,2100,300,004,1000000789,Eta Services,221662.90,RUB
PR-1000045625,Purchase Order Released,2024-12-24T16:34:31,USR_APPR02,ME28,4500012319,NB,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045662,Goods Receipt Posted,2024-12-24T16:44:17,USR_WH01,MIGO,5000078943,WE,2000,2100,200,002,1000000345,Gamma Supplies,413269.03,RUB
PR-1000045623,Payment Completed,2024-12-24T17:44:44,USR_AP02,F110,1500023415,ZP,2000,2100,200,003,1000000678,Zeta Industrial,188241.99,RUB
PR-1000045634,Payment Completed,2024-12-24T18:04:37,USR_AP01,F110,1500023423,ZP,2000,2100,300,004,1000000789,Eta Services,221662.90,RUB
PR-1000045680,Invoice Verified,2024-12-25T10:20:53,USR_AP02,MIR7,5100034558,RE,1000,1200,300,004,1000000567,Epsilon Software,79541.12,RUB
PR-1000045611,Quotation Received,2024-12-25T12:39:51,USR_BUYER05,ME47,1000045612,AN,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045614,Purchase Requisition Released,2024-12-25T12:52:50,USR_APPR01,ME54N,1000045614,NB,1000,1100,100,003,1000000789,Eta Services,468262.85,RUB
PR-1000045656,Purchase Order Released,2024-12-25T13:55:45,USR_APPR02,ME28,4500012341,NB,1000,1100,100,005,1000000345,Gamma Supplies,448331.84,RUB
PR-1000045605,Quotation Received,2024-12-25T13:56:53,USR_BUYER03,ME47,1000045606,AN,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045683,Goods Receipt Posted,2024-12-25T15:31:20,USR_WH03,MIGO,5000078961,WE,2000,2100,300,001,1000000234,Beta Office LLC,458915.44,RUB
PR-1000045618,Goods Receipt Posted,2024-12-25T16:31:40,USR_WH01,MIGO,5000078910,WE,1000,1200,100,002,1000000789,Eta Services,307646.13,RUB
PR-1000045662,Invoice Receipt Posted,2024-12-25T17:47:37,USR_AP01,MIRO,5100034543,RE,2000,2100,200,002,1000000345,Gamma Supplies,413269.03,RUB
PR-1000045605,Purchase Order Created,2024-12-26T08:15:56,USR_BUYER05,ME21N,4500012304,NB,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045614,Purchase Order Created,2024-12-26T08:42:12,USR_BUYER04,ME21N,4500012309,NB,1000,1100,100,003,1000000789,Eta Services,468262.85,RUB
PR-1000045662,Invoice Verified,2024-12-26T08:42:57,USR_AP03,MIR7,5100034543,RE,2000,2100,200,002,1000000345,Gamma Supplies,413269.03,RUB
PR-1000045684,Purchase Requisition Created,2024-12-26T09:23:42,USR_REQ03,ME51N,1000045684,NB,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045644,Payment Run Executed,2024-12-26T09:32:41,USR_AP01,F110,1500023429,ZP,2000,2100,200,005,1000000678,Zeta Industrial,367854.81,RUB
PR-1000045644,Payment Completed,2024-12-26T09:42:41,USR_AP01,F110,1500023429,ZP,2000,2100,200,005,1000000678,Zeta Industrial,367854.81,RUB
PR-1000045683,Invoice Receipt Posted,2024-12-26T09:46:29,USR_AP03,MIRO,5100034560,RE,2000,2100,300,001,1000000234,Beta Office LLC,458915.44,RUB
PR-1000045619,Purchase Requisition Released,2024-12-26T14:54:57,USR_APPR02,ME54N,1000045619,NB,2000,2100,100,001,1000000456,Delta Logistics,321575.29,RUB
PR-1000045611,Purchase Order Created,2024-12-26T16:19:59,USR_BUYER01,ME21N,4500012307,NB,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045673,Purchase Requisition Created,2024-12-27T08:11:59,USR_REQ06,ME51N,1000045673,NB,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045605,Purchase Order Released,2024-12-27T09:46:31,USR_APPR01,ME28,4500012304,NB,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045663,Payment Run Executed,2024-12-27T10:00:47,USR_AP02,F110,1500023443,ZP,1000,1200,100,002,1000000123,Alpha Technologies,567519.55,RUB
PR-1000045663,Payment Completed,2024-12-27T11:46:47,USR_AP02,F110,1500023443,ZP,1000,1200,100,002,1000000123,Alpha Technologies,567519.55,RUB
PR-1000045611,Purchase Order Released,2024-12-27T12:07:56,USR_APPR01,ME28,4500012307,NB,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045674,Invoice Verified,2024-12-27T14:06:01,USR_AP01,MIR7,5100034553,RE,1000,1100,300,003,1000000789,Eta Services,292190.95,RUB
PR-1000045684,Purchase Requisition Released,2024-12-27T14:40:19,USR_APPR03,ME54N,1000045684,NB,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045619,Purchase Order Created,2024-12-27T15:14:17,USR_BUYER04,ME21N,4500012313,NB,2000,2100,100,001,1000000456,Delta Logistics,321575.29,RUB
PR-1000045655,Payment Run Executed,2024-12-27T17:21:53,USR_AP03,F110,1500023437,ZP,1000,1200,300,001,1000000456,Delta Logistics,307308.41,RUB
PR-1000045655,Payment Completed,2024-12-27T17:31:53,USR_AP01,F110,1500023437,ZP,1000,1200,300,001,1000000456,Delta Logistics,307308.41,RUB
PR-1000045671,Purchase Requisition Created,2024-12-28T13:20:26,USR_REQ01,ME51N,1000045671,NB,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045673,Purchase Requisition Released,2024-12-30T11:37:09,USR_APPR03,ME54N,1000045673,NB,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045614,Purchase Order Released,2024-12-30T12:55:04,USR_APPR02,ME28,4500012309,NB,1000,1100,100,003,1000000789,Eta Services,468262.85,RUB
PR-1000045618,Invoice Receipt Posted,2024-12-30T15:04:45,USR_AP02,MIRO,5100034511,RE,1000,1200,100,002,1000000789,Eta Services,307646.13,RUB
PR-1000045624,Goods Receipt Posted,2024-12-30T17:27:19,USR_WH03,MIGO,5000078916,WE,1000,1100,100,005,1000000345,Gamma Supplies,263864.87,RUB
PR-1000045619,Purchase Order Released,2024-12-31T08:24:21,USR_APPR03,ME28,4500012313,NB,2000,2100,100,001,1000000456,Delta Logistics,321575.29,RUB
PR-1000045613,Payment Run Executed,2024-12-31T10:51:51,USR_AP01,F110,1500023407,ZP,2000,2100,200,005,1000000678,Zeta Industrial,20463.38,RUB
PR-1000045618,Invoice Verified,2024-12-31T12:21:20,USR_AP03,MIR7,5100034511,RE,1000,1200,100,002,1000000789,Eta Services,307646.13,RUB
PR-1000045613,Payment Completed,2024-12-31T12:48:51,USR_AP02,F110,1500023407,ZP,2000,2100,200,005,1000000678,Zeta Industrial,20463.38,RUB
PR-1000045660,Invoice Receipt Posted,2024-12-31T14:20:11,USR_AP02,MIRO,5100034542,RE,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045673,Purchase Order Created,2025-01-01T09:19:10,USR_BUYER05,ME21N,4500012354,NB,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045669,Payment Run Executed,2025-01-01T10:48:34,USR_AP02,F110,1500023447,ZP,1000,1100,300,001,1000000456,Delta Logistics,319964.29,RUB
PR-1000045662,Payment Run Executed,2025-01-01T11:03:06,USR_AP02,F110,1500023442,ZP,2000,2100,200,002,1000000345,Gamma Supplies,413269.03,RUB
PR-1000045669,Payment Completed,2025-01-01T11:23:34,USR_AP01,F110,1500023447,ZP,1000,1100,300,001,1000000456,Delta Logistics,319964.29,RUB
PR-1000045662,Payment Completed,2025-01-01T11:50:06,USR_AP03,F110,1500023442,ZP,2000,2100,200,002,1000000345,Gamma Supplies,413269.03,RUB
PR-1000045636,Quotation Received,2025-01-01T15:41:01,USR_BUYER01,ME47,1000045637,AN,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045625,Goods Receipt Posted,2025-01-01T17:02:56,USR_WH02,MIGO,5000078917,WE,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045620,Purchase Requisition Released,2025-01-02T08:48:01,USR_APPR01,ME54N,1000045620,NB,1000,1200,200,003,1000000234,Beta Office LLC,205687.81,RUB
PR-1000045618,Payment Run Executed,2025-01-02T10:09:14,USR_AP02,F110,1500023410,ZP,1000,1200,100,002,1000000789,Eta Services,307646.13,RUB
PR-1000045618,Payment Completed,2025-01-02T11:42:14,USR_AP01,F110,1500023410,ZP,1000,1200,100,002,1000000789,Eta Services,307646.13,RUB
PR-1000045645,Payment Run Executed,2025-01-02T16:23:01,USR_AP02,F110,1500023430,ZP,2000,2100,200,004,1000000567,Epsilon Software,104691.61,RUB
PR-1000045645,Payment Completed,2025-01-02T17:07:01,USR_AP01,F110,1500023430,ZP,2000,2100,200,004,1000000567,Epsilon Software,104691.61,RUB
PR-1000045673,Purchase Order Released,2025-01-02T17:53:54,USR_APPR02,ME28,4500012354,NB,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045620,Purchase Order Created,2025-01-03T08:39:09,USR_BUYER02,ME21N,4500012314,NB,1000,1200,200,003,1000000234,Beta Office LLC,205687.81,RUB
PR-1000045660,Invoice Verified,2025-01-03T13:34:22,USR_AP03,MIR7,5100034542,RE,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045685,Goods Receipt Posted,2025-01-03T14:18:41,USR_WH01,MIGO,5000078964,WE,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045636,Purchase Order Created,2025-01-03T14:27:43,USR_BUYER01,ME21N,4500012327,NB,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045630,Invoice Blocked,2025-01-03T16:02:39,USR_AP01,MRBR,5100034521,RE,1000,1100,200,004,1000000678,Zeta Industrial,230395.60,RUB
PR-1000045624,Invoice Receipt Posted,2025-01-06T08:39:47,USR_AP01,MIRO,5100034517,RE,1000,1100,100,005,1000000345,Gamma Supplies,263864.87,RUB
PR-1000045643,Goods Receipt Posted,2025-01-06T09:33:32,USR_WH01,MIGO,5000078928,WE,1000,1200,300,004,1000000567,Epsilon Software,376680.04,RUB
PR-1000045620,Purchase Order Released,2025-01-06T15:42:07,USR_APPR03,ME28,4500012314,NB,1000,1200,200,003,1000000234,Beta Office LLC,205687.81,RUB
PR-1000045674,Payment Run Executed,2025-01-06T16:05:38,USR_AP03,F110,1500023452,ZP,1000,1100,300,003,1000000789,Eta Services,292190.95,RUB
PR-1000045625,Invoice Receipt Posted,2025-01-06T17:16:01,USR_AP01,MIRO,5100034518,RE,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045674,Payment Completed,2025-01-06T17:50:38,USR_AP02,F110,1500023452,ZP,1000,1100,300,003,1000000789,Eta Services,292190.95,RUB
PR-1000045624,Invoice Verified,2025-01-07T11:16:42,USR_AP01,MIR7,5100034517,RE,1000,1100,100,005,1000000345,Gamma Supplies,263864.87,RUB
PR-1000045628,Purchase Requisition Released,2025-01-07T12:32:45,USR_APPR02,ME54N,1000045628,NB,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045636,Purchase Order Released,2025-01-07T15:04:57,USR_APPR01,ME28,4500012327,NB,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045685,Invoice Receipt Posted,2025-01-07T15:24:07,USR_AP01,MIRO,5100034562,RE,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045625,Invoice Verified,2025-01-07T17:37:01,USR_AP03,MIR7,5100034518,RE,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045680,Payment Run Executed,2025-01-08T08:55:22,USR_AP01,F110,1500023457,ZP,1000,1200,300,004,1000000567,Epsilon Software,79541.12,RUB
PR-1000045680,Payment Completed,2025-01-08T10:02:22,USR_AP01,F110,1500023457,ZP,1000,1200,300,004,1000000567,Epsilon Software,79541.12,RUB
PR-1000045684,Goods Receipt Posted,2025-01-08T11:27:41,USR_WH01,MIGO,5000078962,WE,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045630,Invoice Verified,2025-01-08T12:14:47,USR_AP01,MIR7,5100034521,RE,1000,1100,200,004,1000000678,Zeta Industrial,230395.60,RUB
PR-1000045685,Invoice Receipt Posted,2025-01-08T17:04:33,USR_AP02,MIRO,5100034563,RE,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045684,Purchase Order Created,2025-01-09T08:13:30,USR_BUYER01,ME21N,4500012364,NB,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045685,Invoice Verified,2025-01-09T10:24:55,USR_AP03,MIR7,5100034562,RE,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045643,Invoice Receipt Posted,2025-01-09T13:46:52,USR_AP03,MIRO,5100034529,RE,1000,1200,300,004,1000000567,Epsilon Software,376680.04,RUB
PR-1000045628,RFQ Created,2025-01-09T15:30:15,USR_BUYER04,ME41,1000045629,AN,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045624,Payment Run Executed,2025-01-10T11:11:35,USR_AP01,F110,1500023416,ZP,1000,1100,100,005,1000000345,Gamma Supplies,263864.87,RUB
PR-1000045624,Payment Completed,2025-01-10T11:36:35,USR_AP01,F110,1500023416,ZP,1000,1100,100,005,1000000345,Gamma Supplies,263864.87,RUB
PR-1000045684,Purchase Order Released,2025-01-10T17:14:33,USR_APPR03,ME28,4500012364,NB,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045648,Goods Receipt Posted,2025-01-10T17:33:27,USR_WH01,MIGO,5000078932,WE,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045614,Goods Receipt Posted,2025-01-13T16:25:43,USR_WH03,MIGO,5000078908,WE,1000,1100,100,003,1000000789,Eta Services,468262.85,RUB
PR-1000045648,Goods Receipt Reversal,2025-01-14T11:19:07,USR_WH01,MIGO,5000078932,WE,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045639,Quotation Received,2025-01-15T09:09:47,USR_BUYER01,ME47,1000045640,AN,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045684,Invoice Receipt Posted,2025-01-16T08:00:44,USR_AP02,MIRO,5100034561,RE,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045614,Invoice Receipt Posted,2025-01-16T08:07:56,USR_AP02,MIRO,5100034509,RE,1000,1100,100,003,1000000789,Eta Services,468262.85,RUB
PR-1000045683,Invoice Blocked,2025-01-16T13:54:04,USR_AP03,MRBR,5100034560,RE,2000,2100,300,001,1000000234,Beta Office LLC,458915.44,RUB
PR-1000045620,Goods Receipt Posted,2025-01-16T15:44:16,USR_WH02,MIGO,5000078912,WE,1000,1200,200,003,1000000234,Beta Office LLC,205687.81,RUB
PR-1000045639,Purchase Order Created,2025-01-16T16:13:24,USR_BUYER04,ME21N,4500012329,NB,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045630,Payment Run Executed,2025-01-17T09:48:40,USR_AP03,F110,1500023420,ZP,1000,1100,200,004,1000000678,Zeta Industrial,230395.60,RUB
PR-1000045630,Payment Completed,2025-01-17T11:44:40,USR_AP01,F110,1500023420,ZP,1000,1100,200,004,1000000678,Zeta Industrial,230395.60,RUB
PR-1000045684,Invoice Verified,2025-01-17T14:44:08,USR_AP02,MIR7,5100034561,RE,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045614,Invoice Verified,2025-01-17T17:16:02,USR_AP01,MIR7,5100034509,RE,1000,1100,100,003,1000000789,Eta Services,468262.85,RUB
PR-1000045628,Quotation Received,2025-01-20T10:24:12,USR_BUYER05,ME47,1000045629,AN,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045643,Invoice Blocked,2025-01-20T11:06:09,USR_AP02,MRBR,5100034529,RE,1000,1200,300,004,1000000567,Epsilon Software,376680.04,RUB
PR-1000045671,Purchase Requisition Released,2025-01-20T11:47:09,USR_APPR01,ME54N,1000045671,NB,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045639,Purchase Order Released,2025-01-20T13:10:23,USR_APPR02,ME28,4500012329,NB,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045685,Payment Run Executed,2025-01-20T13:34:43,USR_AP01,F110,1500023461,ZP,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045685,Payment Completed,2025-01-20T15:16:43,USR_AP02,F110,1500023461,ZP,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045611,Goods Receipt Posted,2025-01-20T16:09:17,USR_WH02,MIGO,5000078906,WE,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045620,Invoice Receipt Posted,2025-01-20T17:38:47,USR_AP03,MIRO,5100034513,RE,1000,1200,200,003,1000000234,Beta Office LLC,205687.81,RUB
PR-1000045628,Purchase Order Created,2025-01-21T09:17:49,USR_BUYER04,ME21N,4500012321,NB,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045620,Invoice Verified,2025-01-21T10:19:06,USR_AP03,MIR7,5100034513,RE,1000,1200,200,003,1000000234,Beta Office LLC,205687.81,RUB
PR-1000045684,Payment Run Executed,2025-01-21T11:24:05,USR_AP03,F110,1500023460,ZP,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045684,Payment Completed,2025-01-21T13:12:05,USR_AP01,F110,1500023460,ZP,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045619,Goods Receipt Posted,2025-01-21T14:46:10,USR_WH02,MIGO,5000078911,WE,2000,2100,100,001,1000000456,Delta Logistics,321575.29,RUB
PR-1000045605,Goods Receipt Posted,2025-01-21T16:49:08,USR_WH01,MIGO,5000078903,WE,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045636,Goods Receipt Posted,2025-01-21T17:09:04,USR_WH01,MIGO,5000078925,WE,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045620,Payment Run Executed,2025-01-22T12:36:43,USR_AP02,F110,1500023412,ZP,1000,1200,200,003,1000000234,Beta Office LLC,205687.81,RUB
PR-1000045660,Payment Run Executed,2025-01-22T12:39:30,USR_AP01,F110,1500023441,ZP,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045660,Payment Completed,2025-01-22T13:15:30,USR_AP02,F110,1500023441,ZP,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045620,Payment Completed,2025-01-22T13:31:43,USR_AP03,F110,1500023412,ZP,1000,1200,200,003,1000000234,Beta Office LLC,205687.81,RUB
PR-1000045671,Purchase Requisition Rejected,2025-01-22T16:59:37,USR_APPR03,ME54N,1000045671,NB,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045643,Invoice Verified,2025-01-23T10:38:09,USR_AP03,MIR7,5100034529,RE,1000,1200,300,004,1000000567,Epsilon Software,376680.04,RUB
PR-1000045683,Invoice Verified,2025-01-23T11:27:52,USR_AP01,MIR7,5100034560,RE,2000,2100,300,001,1000000234,Beta Office LLC,458915.44,RUB
PR-1000045628,Purchase Order Released,2025-01-23T16:17:52,USR_APPR01,ME28,4500012321,NB,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045673,Goods Receipt Posted,2025-01-23T16:21:24,USR_WH03,MIGO,5000078953,WE,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045619,Invoice Receipt Posted,2025-01-23T17:34:01,USR_AP02,MIRO,5100034512,RE,2000,2100,100,001,1000000456,Delta Logistics,321575.29,RUB
PR-1000045648,Goods Receipt Posted,2025-01-24T14:40:50,USR_WH03,MIGO,5000078933,WE,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045636,Invoice Receipt Posted,2025-01-24T17:40:37,USR_AP03,MIRO,5100034526,RE,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045673,Invoice Receipt Posted,2025-01-27T09:32:47,USR_AP02,MIRO,5100034552,RE,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045643,Payment Run Executed,2025-01-27T10:49:40,USR_AP02,F110,1500023428,ZP,1000,1200,300,004,1000000567,Epsilon Software,376680.04,RUB
PR-1000045611,Invoice Receipt Posted,2025-01-27T11:45:21,USR_AP01,MIRO,5100034506,RE,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045643,Payment Completed,2025-01-27T11:53:40,USR_AP03,F110,1500023428,ZP,1000,1200,300,004,1000000567,Epsilon Software,376680.04,RUB
PR-1000045625,Payment Run Executed,2025-01-27T12:36:02,USR_AP01,F110,1500023417,ZP,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045625,Payment Completed,2025-01-27T13:41:02,USR_AP03,F110,1500023417,ZP,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045671,Purchase Requisition Created,2025-01-27T14:18:09,USR_REQ04,ME51N,1000045671,NB,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045605,Invoice Receipt Posted,2025-01-27T16:10:16,USR_AP03,MIRO,5100034503,RE,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045673,Invoice Verified,2025-01-28T09:27:14,USR_AP01,MIR7,5100034552,RE,1000,1100,100,004,1000000456,Delta Logistics,283942.88,RUB
PR-1000045611,Invoice Verified,2025-01-28T14:53:17,USR_AP01,MIR7,5100034506,RE,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045619,Invoice Verified,2025-01-28T17:42:01,USR_AP01,MIR7,5100034512,RE,2000,2100,100,001,1000000456,Delta Logistics,321575.29,RUB
PR-1000045671,Purchase Requisition Released,2025-01-29T11:24:36,USR_APPR01,ME54N,1000045671,NB,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045611,Invoice Receipt Posted,2025-01-29T12:32:31,USR_AP01,MIRO,5100034507,RE,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045611,Payment Run Executed,2025-01-29T13:49:08,USR_AP03,F110,1500023406,ZP,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045611,Payment Completed,2025-01-29T14:27:08,USR_AP01,F110,1500023406,ZP,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045648,Invoice Receipt Posted,2025-01-30T09:07:53,USR_AP02,MIRO,5100034533,RE,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045605,Invoice Verified,2025-01-30T14:13:59,USR_AP03,MIR7,5100034503,RE,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045656,Goods Receipt Posted,2025-01-31T13:25:08,USR_WH02,MIGO,5000078939,WE,1000,1100,100,005,1000000345,Gamma Supplies,448331.84,RUB
PR-1000045614,Payment Run Executed,2025-01-31T14:22:46,USR_AP02,F110,1500023408,ZP,1000,1100,100,003,1000000789,Eta Services,468262.85,RUB
PR-1000045614,Payment Completed,2025-01-31T15:22:46,USR_AP03,F110,1500023408,ZP,1000,1100,100,003,1000000789,Eta Services,468262.85,RUB
PR-1000045671,Purchase Order Created,2025-01-31T16:41:43,USR_BUYER03,ME21N,4500012352,NB,1000,1200,200,005,1000000678,Zeta Industrial,162782.32,RUB
PR-1000045683,Payment Run Executed,2025-02-04T12:20:53,USR_AP02,F110,1500023459,ZP,2000,2100,300,001,1000000234,Beta Office LLC,458915.44,RUB
PR-1000045683,Payment Completed,2025-02-04T13:08:53,USR_AP03,F110,1500023459,ZP,2000,2100,300,001,1000000234,Beta Office LLC,458915.44,RUB
